concept_A,concept_B,n_people
Lymphoid leukemia,Nausea,1
Lymphoid leukemia,Nausea and vomiting,1
Lymphoid leukemia,Neutropenic disorder,1
Lymphoid leukemia,Non-autoimmune hemolytic anemia,1
Lymphoid leukemia,Obstructive sleep apnea syndrome,1
Lymphoid leukemia,Oral ulcerative mucositis due to antineoplastic therapy,1
Lymphoid leukemia,Pain due to neoplastic disease,1
Lymphoid leukemia,Pain in limb,1
Lymphoid leukemia,Pancytopenia,1
Lymphoid leukemia,Pleural effusion,1
Lymphoid leukemia,Pneumonia due to Klebsiella pneumoniae,1
Lymphoid leukemia,Poisoning by drug AND/OR medicinal substance,1
Lymphoid leukemia,Pruritus of skin,1
Lymphoid leukemia,Pulmonary congestion and hypostasis,1
Lymphoid leukemia,Pulmonary embolism with pulmonary infarction,1
Lymphoid leukemia,Refractory epilepsy,1
Lymphoid leukemia,Respiratory finding of chest,1
Lymphoid leukemia,Retention of urine,1
Lymphoid leukemia,Right upper quadrant pain,1
Lymphoid leukemia,Secondary diabetes mellitus,1
Lymphoid leukemia,Secondary hypertension,1
Lymphoid leukemia,Seizure,1
Lymphoid leukemia,Sepsis,1
Lymphoid leukemia,Sepsis due to Staphylococcus aureus,1
Lymphoid leukemia,Sepsis due to Streptococcus group D,1
Lymphoid leukemia,Septic shock,1
Lymphoid leukemia,Sequela,1
Lymphoid leukemia,Severe sepsis,1
Lymphoid leukemia,Shoulder joint pain,1
Lymphoid leukemia,Sleep apnea,1
Lymphoid leukemia,Sprain of cruciate ligament of knee,1
Lymphoid leukemia,Strain of supraspinatus muscle AND/OR tendon,1
Lymphoid leukemia,Swelling of limb,1
Lymphoid leukemia,Tachycardia,1
Lymphoid leukemia,Thrombocytopenic disorder,1
Lymphoid leukemia,Thrombophlebitis of intracranial venous sinus,1
Lymphoid leukemia,Thrombosis of superficial vein of lower limb,1
Lymphoid leukemia,Tobacco dependence syndrome,1
Lymphoid leukemia,Transplant present,1
Lymphoid leukemia,Transplanted bone present,1
Lymphoid leukemia,Trauma and postoperative pulmonary insufficiency,1
Lymphoid leukemia,Tumor lysis syndrome,1
Lymphoid leukemia,Ulcerative stomatitis,1
Lymphoid leukemia,Urine finding,1
Lymphoid leukemia,Urticaria,1
Lymphoid leukemia,Venous thrombosis,1
Lymphoid leukemia,Viral disease,1
Lymphoid leukemia,Viral exanthem,1
Lymphoid leukemia,Vomiting,1
Male infertility,Meningitis,1
Male infertility,Monocytosis,1
Male infertility,Mood disorder caused by drug,1
Male infertility,Nausea,1
Male infertility,Nausea and vomiting,1
Male infertility,Neutropenic disorder,1
Male infertility,Non-autoimmune hemolytic anemia,1
Male infertility,Obstructive sleep apnea syndrome,1
Male infertility,Oral ulcerative mucositis due to antineoplastic therapy,1
Male infertility,Pain due to neoplastic disease,1
Male infertility,Pain in limb,1
Male infertility,Pancytopenia,1
Male infertility,Pleural effusion,1
Male infertility,Pneumonia due to Klebsiella pneumoniae,1
Male infertility,Poisoning by drug AND/OR medicinal substance,1
Male infertility,Pruritus of skin,1
Male infertility,Pulmonary congestion and hypostasis,1
Male infertility,Pulmonary embolism with pulmonary infarction,1
Male infertility,Refractory epilepsy,1
Male infertility,Respiratory finding of chest,1
Male infertility,Retention of urine,1
Male infertility,Right upper quadrant pain,1
Male infertility,Secondary diabetes mellitus,1
Male infertility,Secondary hypertension,1
Male infertility,Seizure,1
Male infertility,Sepsis,1
Male infertility,Sepsis due to Staphylococcus aureus,1
Male infertility,Sepsis due to Streptococcus group D,1
Male infertility,Septic shock,1
Male infertility,Sequela,1
Male infertility,Severe sepsis,1
Male infertility,Shoulder joint pain,1
Male infertility,Sleep apnea,1
Male infertility,Sprain of cruciate ligament of knee,1
Male infertility,Strain of supraspinatus muscle AND/OR tendon,1
Male infertility,Swelling of limb,1
Male infertility,Tachycardia,1
Male infertility,Thrombocytopenic disorder,1
Male infertility,Thrombophlebitis of intracranial venous sinus,1
Male infertility,Thrombosis of superficial vein of lower limb,1
Male infertility,Tobacco dependence syndrome,1
Male infertility,Transplant present,1
Male infertility,Transplanted bone present,1
Male infertility,Trauma and postoperative pulmonary insufficiency,1
Male infertility,Tumor lysis syndrome,1
Male infertility,Ulcerative stomatitis,1
Male infertility,Urine finding,1
Male infertility,Urticaria,1
Male infertility,Venous thrombosis,1
Male infertility,Viral disease,1
Male infertility,Viral exanthem,1
Male infertility,Vomiting,1
Meningitis,Monocytosis,1
Meningitis,Mood disorder caused by drug,1
Meningitis,Nausea,1
Meningitis,Nausea and vomiting,1
Meningitis,Neutropenic disorder,1
Meningitis,Non-autoimmune hemolytic anemia,1
Meningitis,Obstructive sleep apnea syndrome,1
Meningitis,Oral ulcerative mucositis due to antineoplastic therapy,1
Meningitis,Pain due to neoplastic disease,1
Meningitis,Pain in limb,1
Meningitis,Pancytopenia,1
Meningitis,Pleural effusion,1
Meningitis,Pneumonia due to Klebsiella pneumoniae,1
Meningitis,Poisoning by drug AND/OR medicinal substance,1
Meningitis,Pruritus of skin,1
Meningitis,Pulmonary congestion and hypostasis,1
Meningitis,Pulmonary embolism with pulmonary infarction,1
Meningitis,Refractory epilepsy,1
Meningitis,Respiratory finding of chest,1
Meningitis,Retention of urine,1
Meningitis,Right upper quadrant pain,1
Meningitis,Secondary diabetes mellitus,1
Meningitis,Secondary hypertension,1
Meningitis,Seizure,1
Meningitis,Sepsis,1
Meningitis,Sepsis due to Staphylococcus aureus,1
Meningitis,Sepsis due to Streptococcus group D,1
Meningitis,Septic shock,1
Meningitis,Sequela,1
Meningitis,Severe sepsis,1
Meningitis,Shoulder joint pain,1
Meningitis,Sleep apnea,1
Meningitis,Sprain of cruciate ligament of knee,1
Meningitis,Strain of supraspinatus muscle AND/OR tendon,1
Meningitis,Swelling of limb,1
Meningitis,Tachycardia,1
Meningitis,Thrombocytopenic disorder,1
Meningitis,Thrombophlebitis of intracranial venous sinus,1
Meningitis,Thrombosis of superficial vein of lower limb,1
Meningitis,Tobacco dependence syndrome,1
Meningitis,Transplant present,1
Meningitis,Transplanted bone present,1
Meningitis,Trauma and postoperative pulmonary insufficiency,1
Meningitis,Tumor lysis syndrome,1
Meningitis,Ulcerative stomatitis,1
Meningitis,Urine finding,1
Meningitis,Urticaria,1
Meningitis,Venous thrombosis,1
Meningitis,Viral disease,1
Meningitis,Viral exanthem,1
Meningitis,Vomiting,1
Monocytosis,Mood disorder caused by drug,1
Monocytosis,Nausea,1
Monocytosis,Nausea and vomiting,1
Monocytosis,Neutropenic disorder,1
Monocytosis,Non-autoimmune hemolytic anemia,1
Monocytosis,Obstructive sleep apnea syndrome,1
Monocytosis,Oral ulcerative mucositis due to antineoplastic therapy,1
Monocytosis,Pain due to neoplastic disease,1
Monocytosis,Pain in limb,1
Monocytosis,Pancytopenia,1
Monocytosis,Pleural effusion,1
Monocytosis,Pneumonia due to Klebsiella pneumoniae,1
Monocytosis,Poisoning by drug AND/OR medicinal substance,1
Monocytosis,Pruritus of skin,1
Monocytosis,Pulmonary congestion and hypostasis,1
Monocytosis,Pulmonary embolism with pulmonary infarction,1
Monocytosis,Refractory epilepsy,1
Monocytosis,Respiratory finding of chest,1
Monocytosis,Retention of urine,1
Monocytosis,Right upper quadrant pain,1
Monocytosis,Secondary diabetes mellitus,1
Monocytosis,Secondary hypertension,1
Monocytosis,Seizure,1
Monocytosis,Sepsis,1
Monocytosis,Sepsis due to Staphylococcus aureus,1
Monocytosis,Sepsis due to Streptococcus group D,1
Monocytosis,Septic shock,1
Monocytosis,Sequela,1
Monocytosis,Severe sepsis,1
Monocytosis,Shoulder joint pain,1
Monocytosis,Sleep apnea,1
Monocytosis,Sprain of cruciate ligament of knee,1
Monocytosis,Strain of supraspinatus muscle AND/OR tendon,1
Monocytosis,Swelling of limb,1
Monocytosis,Tachycardia,1
Monocytosis,Thrombocytopenic disorder,1
Monocytosis,Thrombophlebitis of intracranial venous sinus,1
Monocytosis,Thrombosis of superficial vein of lower limb,1
Monocytosis,Tobacco dependence syndrome,1
Monocytosis,Transplant present,1
Monocytosis,Transplanted bone present,1
Monocytosis,Trauma and postoperative pulmonary insufficiency,1
Monocytosis,Tumor lysis syndrome,1
Monocytosis,Ulcerative stomatitis,1
Monocytosis,Urine finding,1
Monocytosis,Urticaria,1
Monocytosis,Venous thrombosis,1
Monocytosis,Viral disease,1
Monocytosis,Viral exanthem,1
Monocytosis,Vomiting,1
Mood disorder caused by drug,Nausea,1
Mood disorder caused by drug,Nausea and vomiting,1
Mood disorder caused by drug,Neutropenic disorder,1
Mood disorder caused by drug,Non-autoimmune hemolytic anemia,1
Mood disorder caused by drug,Obstructive sleep apnea syndrome,1
Mood disorder caused by drug,Oral ulcerative mucositis due to antineoplastic therapy,1
Mood disorder caused by drug,Pain due to neoplastic disease,1
Mood disorder caused by drug,Pain in limb,1
Mood disorder caused by drug,Pancytopenia,1
Mood disorder caused by drug,Pleural effusion,1
Mood disorder caused by drug,Pneumonia due to Klebsiella pneumoniae,1
Mood disorder caused by drug,Poisoning by drug AND/OR medicinal substance,1
Mood disorder caused by drug,Pruritus of skin,1
Mood disorder caused by drug,Pulmonary congestion and hypostasis,1
Mood disorder caused by drug,Pulmonary embolism with pulmonary infarction,1
Mood disorder caused by drug,Refractory epilepsy,1
Mood disorder caused by drug,Respiratory finding of chest,1
Mood disorder caused by drug,Retention of urine,1
Mood disorder caused by drug,Right upper quadrant pain,1
Mood disorder caused by drug,Secondary diabetes mellitus,1
Mood disorder caused by drug,Secondary hypertension,1
Mood disorder caused by drug,Seizure,1
Mood disorder caused by drug,Sepsis,1
Mood disorder caused by drug,Sepsis due to Staphylococcus aureus,1
Mood disorder caused by drug,Sepsis due to Streptococcus group D,1
Mood disorder caused by drug,Septic shock,1
Mood disorder caused by drug,Sequela,1
Mood disorder caused by drug,Severe sepsis,1
Mood disorder caused by drug,Shoulder joint pain,1
Mood disorder caused by drug,Sleep apnea,1
Mood disorder caused by drug,Sprain of cruciate ligament of knee,1
Mood disorder caused by drug,Strain of supraspinatus muscle AND/OR tendon,1
Mood disorder caused by drug,Swelling of limb,1
Mood disorder caused by drug,Tachycardia,1
Mood disorder caused by drug,Thrombocytopenic disorder,1
Mood disorder caused by drug,Thrombophlebitis of intracranial venous sinus,1
Mood disorder caused by drug,Thrombosis of superficial vein of lower limb,1
Mood disorder caused by drug,Tobacco dependence syndrome,1
Mood disorder caused by drug,Transplant present,1
Mood disorder caused by drug,Transplanted bone present,1
Mood disorder caused by drug,Trauma and postoperative pulmonary insufficiency,1
Mood disorder caused by drug,Tumor lysis syndrome,1
Mood disorder caused by drug,Ulcerative stomatitis,1
Nausea,Ulcerative stomatitis,1
Mood disorder caused by drug,Urine finding,1
Mood disorder caused by drug,Urticaria,1
Mood disorder caused by drug,Venous thrombosis,1
Mood disorder caused by drug,Viral disease,1
Mood disorder caused by drug,Viral exanthem,1
Mood disorder caused by drug,Vomiting,1
Nausea,Neutropenic disorder,1
Nausea,Non-autoimmune hemolytic anemia,1
Nausea,Obstructive sleep apnea syndrome,1
Nausea,Pain in limb,1
Nausea,Pancytopenia,1
Nausea,Pneumonia due to Klebsiella pneumoniae,1
Nausea,Pruritus of skin,1
Nausea,Pulmonary embolism with pulmonary infarction,1
Nausea,Respiratory finding of chest,1
Nausea and vomiting,Pulmonary embolism with pulmonary infarction,1
Nausea and vomiting,Respiratory finding of chest,1
Nausea and vomiting,Secondary diabetes mellitus,1
Nausea,Secondary diabetes mellitus,1
Nausea,Sepsis due to Staphylococcus aureus,1
Nausea,Sepsis due to Streptococcus group D,1
Nausea,Sequela,1
Nausea,Sleep apnea,1
Nausea,Sprain of cruciate ligament of knee,1
Nausea,Strain of supraspinatus muscle AND/OR tendon,1
Nausea,Swelling of limb,1
Nausea,Thrombophlebitis of intracranial venous sinus,1
Nausea,Thrombosis of superficial vein of lower limb,1
Nausea,Tobacco dependence syndrome,1
Nausea,Transplant present,1
Nausea,Transplanted bone present,1
Nausea and vomiting,Transplant present,1
Nausea and vomiting,Transplanted bone present,1
Nausea and vomiting,Trauma and postoperative pulmonary insufficiency,1
Nausea and vomiting,Urine finding,1
Nausea,Urine finding,1
Nausea,Urticaria,1
Nausea,Venous thrombosis,1
Nausea,Viral disease,1
Nausea,Viral exanthem,1
Nausea and vomiting,Neutropenic disorder,1
Nausea and vomiting,Non-autoimmune hemolytic anemia,1
Nausea and vomiting,Obstructive sleep apnea syndrome,1
Nausea and vomiting,Pain in limb,1
Nausea and vomiting,Pancytopenia,1
Nausea and vomiting,Pneumonia due to Klebsiella pneumoniae,1
Nausea and vomiting,Pruritus of skin,1
Abdominal pain,Drug-induced hyperpyrexia,1
Neutropenic disorder,Pneumonia due to Klebsiella pneumoniae,1
Neutropenic disorder,Poisoning by drug AND/OR medicinal substance,1
Neutropenic disorder,Pruritus of skin,1
Neutropenic disorder,Pulmonary congestion and hypostasis,1
Neutropenic disorder,Pulmonary embolism with pulmonary infarction,1
Nausea and vomiting,Sepsis due to Staphylococcus aureus,1
Nausea and vomiting,Sepsis due to Streptococcus group D,1
Nausea and vomiting,Sequela,1
Nausea and vomiting,Sleep apnea,1
Nausea and vomiting,Sprain of cruciate ligament of knee,1
Nausea and vomiting,Strain of supraspinatus muscle AND/OR tendon,1
Nausea and vomiting,Swelling of limb,1
Nausea and vomiting,Thrombophlebitis of intracranial venous sinus,1
Nausea and vomiting,Thrombosis of superficial vein of lower limb,1
Nausea and vomiting,Tobacco dependence syndrome,1
Nausea and vomiting,Viral disease,1
Nausea and vomiting,Viral exanthem,1
Neutropenic disorder,Non-autoimmune hemolytic anemia,1
Neutropenic disorder,Obstructive sleep apnea syndrome,1
Neutropenic disorder,Oral ulcerative mucositis due to antineoplastic therapy,1
Neutropenic disorder,Pain due to neoplastic disease,1
Neutropenic disorder,Pancytopenia,1
Neutropenic disorder,Pleural effusion,1
Abdominal pain,Gastroesophageal reflux disease without esophagitis,1
Abdominal pain,Generalized enlarged lymph nodes,1
Abdominal pain,Hair follicle disorder,1
Abdominal pain,Disorder of tongue,1
Abdominal pain,Disorder of tympanic membrane,1
Abdominal pain,Disorder of urinary tract,1
Abdominal pain,Dizziness and giddiness,1
Abdominal pain,Drug-induced constipation,1
Neutropenic disorder,Venous thrombosis,1
Neutropenic disorder,Viral disease,1
Neutropenic disorder,Refractory epilepsy,1
Neutropenic disorder,Respiratory finding of chest,1
Neutropenic disorder,Retention of urine,1
Neutropenic disorder,Right upper quadrant pain,1
Neutropenic disorder,Secondary diabetes mellitus,1
Neutropenic disorder,Secondary hypertension,1
Neutropenic disorder,Seizure,1
Neutropenic disorder,Sepsis due to Staphylococcus aureus,1
Neutropenic disorder,Sepsis due to Streptococcus group D,1
Neutropenic disorder,Sequela,1
Neutropenic disorder,Sleep apnea,1
Neutropenic disorder,Sprain of cruciate ligament of knee,1
Nausea and vomiting,Urticaria,1
Nausea and vomiting,Venous thrombosis,1
Non-autoimmune hemolytic anemia,Pulmonary embolism with pulmonary infarction,1
Non-autoimmune hemolytic anemia,Refractory epilepsy,1
Non-autoimmune hemolytic anemia,Respiratory finding of chest,1
Non-autoimmune hemolytic anemia,Retention of urine,1
Neutropenic disorder,Strain of supraspinatus muscle AND/OR tendon,1
Neutropenic disorder,Swelling of limb,1
Neutropenic disorder,Tachycardia,1
Neutropenic disorder,Thrombophlebitis of intracranial venous sinus,1
Neutropenic disorder,Thrombosis of superficial vein of lower limb,1
